scope,condition,repeat_index,gpu,architecture_generation,architecture_chip,sm_count,test_kernel,baseline_kernel,threads,threads_per_sm,blocks_per_sm_requested,unroll,measurement_grade,baseline_match_grade,quality_pass,target_pass,positive_increment,no_intended_l2,pure_fp16_candidate,energy_source_reliable,energy_trace_crosscheck_pass,baseline_structural_match,benchmark_schema_current,test_benchmark_schema_version,baseline_benchmark_schema_version,matmul_denominator_valid,matmul_denominator_note,matmul_denominator_metadata_complete,matmul_denominator_source,energy_signal_reliable,measurement_resolution_reliable,ncu_validation_pass,ncu_validation_context_match,ncu_required,ncu_tensor_activity_required,test_ncu_note,baseline_ncu_note,test_ncu_tensor_activity_note,test_ncu_validation_blocks_per_sm,baseline_ncu_validation_blocks_per_sm,test_ncu_validation_unroll,baseline_ncu_validation_unroll,test_ncu_validation_suppress_output_store,baseline_ncu_validation_suppress_output_store,test_ncu_tensor_activity_pct,baseline_ncu_tensor_activity_pct,test_ncu_sm_activity_pct,baseline_ncu_sm_activity_pct,test_ncu_tensor_activity_observed,baseline_ncu_tensor_activity_observed,clock_stable,sm_util_available,common_hmma_path,tflops,elapsed_s,baseline_elapsed_s,tensor_peak_tflops_model,achieved_flops_per_sm_cycle,tensor_model_utilization_pct,avg_sm_util_pct,matmul_logical_mma_count,matmul_flops_per_logical_mma,matmul_input_bits_per_logical_mma,matmul_input_pj_per_bit,incremental_power_w,test_energy_j,incremental_energy_j,incremental_energy_fraction,baseline_energy_fraction,baseline_power_fraction,clock_span_mhz,test_energy_source,baseline_energy_source,test_energy_counter_vs_trace_ratio,baseline_energy_counter_vs_trace_ratio,test_energy_counter_vs_trace_delta_j,baseline_energy_counter_vs_trace_delta_j,test_power_samples,baseline_power_samples,fail_reasons,warnings,fp16_path,run_count,required_valid_count,valid_no_l2_count,pure_fp16_candidate_count,selected_optimal,quality_gate_selected_target,util_saturated,util_reference_scope,util_reference_max_pct,util_metric_source,target_selection_note,test_benchmark_schema_versions,baseline_benchmark_schema_versions,avg_sm_util_pct_mean,avg_gpu_util_pct_mean,tflops_mean,elapsed_s_mean,baseline_elapsed_s_mean,tensor_peak_tflops_model_mean,achieved_flops_per_sm_cycle_mean,tensor_model_utilization_pct_mean,matmul_logical_mma_count_mean,matmul_input_pj_per_bit_mean,matmul_input_pj_per_bit_ci95,incremental_power_w_mean,test_energy_j_mean,incremental_energy_j_mean,incremental_energy_fraction_mean,baseline_energy_fraction_mean,baseline_power_fraction_mean,clock_span_mhz_mean,stats_scope,test_energy_source_counts,baseline_energy_source_counts,test_energy_counter_vs_trace_ratio_mean,baseline_energy_counter_vs_trace_ratio_mean,test_energy_counter_vs_trace_delta_j_mean,baseline_energy_counter_vs_trace_delta_j_mean
pair,launch_shape_tensor_mma_f16acc_t032_b02,0,NVIDIA GeForce RTX 3090,ampere,ga102,82,tensor_mma_f16acc,tensor_baseline_mov,32,64.0,2,8,strict_nvml_counter,structural_baseline,True,False,True,True,True,True,True,True,True,fp16-energy-bench-v2,fp16-energy-bench-v2,True,logical_m16n16k16_input_bits_8192,True,bench_json_metadata,True,True,False,False,False,False,missing NCU validation row,missing NCU validation row,missing NCU validation row for tensor activity,,,,,,,,,,,,,True,True,True,77.54345259828425,1.10883935547,0.998589416504,162.47808,488.7089720696052,47.72548555367238,100.0,10496000000.0,8192.0,8192.0,0.3183173514105836,20.03431299661412,188.127,27.369954675961736,0.1454865844666727,0.8545134155333273,0.878588804431246,0.0,nvml_total_energy_counter,nvml_total_energy_counter,0.9521206840005901,0.9555034915226511,-9.460347025729988,-6.932116227399661,9,7,,baseline elapsed_s 0.9986s < warning threshold 1s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pair,launch_shape_tensor_mma_f16acc_t032_b02,1,NVIDIA GeForce RTX 3090,ampere,ga102,82,tensor_mma_f16acc,tensor_baseline_mov,32,64.0,2,8,strict_nvml_counter,structural_baseline,True,False,True,True,True,True,True,True,True,fp16-energy-bench-v2,fp16-energy-bench-v2,True,logical_m16n16k16_input_bits_8192,True,bench_json_metadata,True,True,False,False,False,False,missing NCU validation row,missing NCU validation row,missing NCU validation row for tensor activity,,,,,,,,,,,,,True,True,True,76.97308681232998,1.11705578613,1.00594580078,162.47808,485.1143052393646,47.374443871031694,100.0,10496000000.0,8192.0,8192.0,0.354642460551121,22.498704430856236,193.576,30.493304962617884,0.15752626855921129,0.8424737314407887,0.8664702198867235,0.0,nvml_total_energy_counter,nvml_total_energy_counter,0.9485130365837078,0.9318215630752862,-10.507647281443155,-11.088800063848879,9,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pair,launch_shape_tensor_mma_f16acc_t032_b02,2,NVIDIA GeForce RTX 3090,ampere,ga102,82,tensor_mma_f16acc,tensor_baseline_mov,32,64.0,2,8,strict_nvml_counter,structural_baseline,True,False,True,True,True,True,True,True,True,fp16-energy-bench-v2,fp16-energy-bench-v2,True,logical_m16n16k16_input_bits_8192,True,bench_json_metadata,True,True,False,False,False,False,missing NCU validation row,missing NCU validation row,missing NCU validation row for tensor activity,,,,,,,,,,,,,True,True,True,76.97229613822941,1.1170672607399998,1.00563354492,162.47808,485.10932210392264,47.37395723671119,100.0,10496000000.0,8192.0,8192.0,0.3407963737400257,21.116208487269773,193.277,29.302773668047337,0.15161024678594628,0.8483897532140537,0.8742380205476208,0.0,nvml_total_energy_counter,nvml_total_energy_counter,0.9371661330306708,0.9197449722020095,-12.958578930885892,-13.273063090748224,9,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pair,launch_shape_tensor_mma_f16acc_t032_b02,3,NVIDIA GeForce RTX 3090,ampere,ga102,82,tensor_mma_f16acc,tensor_baseline_mov,32,64.0,2,8,strict_nvml_counter,structural_baseline,False,False,False,False,False,True,False,True,True,fp16-energy-bench-v2,fp16-energy-bench-v2,True,logical_m16n16k16_input_bits_8192,True,bench_json_metadata,False,False,False,False,False,False,missing NCU validation row,missing NCU validation row,missing NCU validation row for tensor activity,,,,,,,,,,,,,True,True,True,76.83790768934294,1.11902099609,1.01444403076,162.47808,484.2623538749791,47.29124549560343,100.0,10496000000.0,8192.0,8192.0,-10.867389744131492,-839.9252804507055,195.721,-934.4132936040787,-4.774210706076909,5.774210706076909,5.940562930154149,0.0,nvml_total_energy_counter,nvml_total_energy_counter,0.9476625788887465,nan,-10.809261255548876,1197176571590.548,9,2,nonpositive incremental power/energy; expected or invalid L2/global traffic; not a pure FP16 candidate; incremental energy fraction is missing or nonpositive; baseline energy fraction 5.774 > 0.99; incremental energy is below 0.1 J or missing,baseline NVML-counter/power-trace ratio is missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pair,launch_shape_tensor_mma_f16acc_t032_b02,4,NVIDIA GeForce RTX 3090,ampere,ga102,82,tensor_mma_f16acc,tensor_baseline_mov,32,64.0,2,8,strict_nvml_counter,structural_baseline,True,False,True,True,True,True,True,True,True,fp16-energy-bench-v2,fp16-energy-bench-v2,True,logical_m16n16k16_input_bits_8192,True,bench_json_metadata,True,True,False,False,False,False,missing NCU validation row,missing NCU validation row,missing NCU validation row for tensor activity,,,,,,,,,,,,,True,True,True,76.94204403199058,1.11750646973,1.0050628051800001,162.47808,484.9186615742773,47.355338044363016,100.0,10496000000.0,8192.0,8192.0,0.5620118758460263,37.73995450454149,212.753,48.32359750762407,0.22713474079154736,0.7728652592084526,0.7958672921478623,0.0,nvml_total_energy_counter,nvml_total_energy_counter,1.0230346754819253,0.9216826109165898,4.790352106586681,-12.939310036015996,9,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pair,launch_shape_tensor_mma_f16acc_t032_b02,5,NVIDIA GeForce RTX 3090,ampere,ga102,82,tensor_mma_f16acc,tensor_baseline_mov,32,64.0,2,8,strict_nvml_counter,structural_baseline,True,False,True,True,True,True,True,True,True,fp16-energy-bench-v2,fp16-energy-bench-v2,True,logical_m16n16k16_input_bits_8192,True,bench_json_metadata,True,True,False,False,False,False,missing NCU validation row,missing NCU validation row,missing NCU validation row for tensor activity,,,,,,,,,,,,,True,True,True,77.022569884451,1.1163381347699999,1.00517681885,162.47808,485.4261667892544,47.40489910051313,100.0,10496000000.0,8192.0,8192.0,0.3259032583955919,20.071941534339004,198.724,28.02221547618413,0.14101072581159865,0.8589892741884013,0.8839666187703322,0.0,nvml_total_energy_counter,nvml_total_energy_counter,0.9542432936478872,0.9503108834215009,-9.528969995017377,-8.26791705329785,9,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pair,launch_shape_tensor_mma_f16acc_t032_b02,6,NVIDIA GeForce RTX 3090,ampere,ga102,82,tensor_mma_f16acc,tensor_baseline_mov,32,64.0,2,8,strict_nvml_counter,structural_baseline,True,False,True,True,True,True,True,True,True,fp16-energy-bench-v2,fp16-energy-bench-v2,True,logical_m16n16k16_input_bits_8192,True,bench_json_metadata,True,True,False,False,False,False,missing NCU validation row,missing NCU validation row,missing NCU validation row for tensor activity,,,,,,,,,,,,,True,True,True,77.01642207419626,1.11642724609,1.00675048828,162.47808,485.3874208999575,47.401115322261475,100.0,10496000000.0,8192.0,8192.0,0.5599995259846483,37.72824972911269,215.077,48.150569162628045,0.2238759568090872,0.7761240431909128,0.798510429826143,0.0,nvml_total_energy_counter,nvml_total_energy_counter,1.0330971599568135,0.9347257555949068,6.890385675176134,-10.83625952845793,9,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pair,launch_shape_tensor_mma_f16acc_t032_b02,7,NVIDIA GeForce RTX 3090,ampere,ga102,82,tensor_mma_f16acc,tensor_baseline_mov,32,64.0,2,8,strict_nvml_counter,structural_baseline,True,False,True,True,True,True,True,True,True,fp16-energy-bench-v2,fp16-energy-bench-v2,True,logical_m16n16k16_input_bits_8192,True,bench_json_metadata,True,True,False,False,False,False,missing NCU validation row,missing NCU validation row,missing NCU validation row for tensor activity,,,,,,,,,,,,,True,True,True,76.91610737901303,1.11788330078,1.00582299805,162.47808,484.75519870809245,47.33937487383715,100.0,10496000000.0,8192.0,8192.0,0.3761215398659871,23.725861357197346,198.735,32.34014562249442,0.16272999533295301,0.837270004667047,0.8625177567918981,0.0,nvml_total_energy_counter,nvml_total_energy_counter,0.9501708234843015,0.9274854886271715,-10.422127421818232,-12.090449598088782,9,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pair,launch_shape_tensor_mma_f16acc_t032_b02,8,NVIDIA GeForce RTX 3090,ampere,ga102,82,tensor_mma_f16acc,tensor_baseline_mov,32,64.0,2,8,strict_nvml_counter,structural_baseline,True,False,True,True,True,True,True,True,True,fp16-energy-bench-v2,fp16-energy-bench-v2,True,logical_m16n16k16_input_bits_8192,True,bench_json_metadata,True,True,False,False,False,False,missing NCU validation row,missing NCU validation row,missing NCU validation row for tensor activity,,,,,,,,,,,,,True,True,True,77.00822932558195,1.11654602051,1.01300939941,162.47808,485.3357870144448,47.39607295062937,100.0,10496000000.0,8192.0,8192.0,0.5419376268948031,36.42353615650495,212.128,46.59754870282529,0.2196671288223398,0.7803328711776603,0.8027703663210604,0.0,nvml_total_energy_counter,nvml_total_energy_counter,1.0169596491911612,0.9234558670755931,3.537619674963537,-12.80482496675748,9,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pair,launch_shape_tensor_mma_f16acc_t032_b02,9,NVIDIA GeForce RTX 3090,ampere,ga102,82,tensor_mma_f16acc,tensor_baseline_mov,32,64.0,2,8,strict_nvml_counter,structural_baseline,True,False,True,True,True,True,True,True,True,fp16-energy-bench-v2,fp16-energy-bench-v2,True,logical_m16n16k16_input_bits_8192,True,bench_json_metadata,True,True,False,False,False,False,missing NCU validation row,missing NCU validation row,missing NCU validation row for tensor activity,,,,,,,,,,,,,True,True,True,76.93691748876321,1.1175809326200001,1.01246875,162.47808,484.8863521066567,47.35218282291569,100.0,10496000000.0,8192.0,8192.0,0.3205286528358144,19.56599876942346,198.608,27.560089519429283,0.13876626077212037,0.8612337392278796,0.8866514055673553,0.0,nvml_total_energy_counter,nvml_total_energy_counter,0.9419841939787397,0.9478779125533731,-12.232055777499085,-8.771605536111565,9,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pair,launch_shape_tensor_mma_f16acc_t032_b04,0,NVIDIA GeForce RTX 3090,ampere,ga102,82,tensor_mma_f16acc,tensor_baseline_mov,32,128.0,4,8,strict_nvml_counter,structural_baseline,True,False,True,True,True,True,True,True,True,fp16-energy-bench-v2,fp16-energy-bench-v2,True,logical_m16n16k16_input_bits_8192,True,bench_json_metadata,True,True,False,False,False,False,missing NCU validation row,missing NCU validation row,missing NCU validation row for tensor activity,,,,,,,,,,,,,True,True,True,154.96167157519906,1.1097354736299998,1.0286909179700001,162.47808,976.6286731908934,95.37389386629819,100.0,20992000000.0,8192.0,8192.0,0.3319331525864203,45.98890788949842,219.848,57.08137053465916,0.2596401629064588,0.7403598370935413,0.7612955622079547,0.0,nvml_total_energy_counter,nvml_total_energy_counter,0.9759736078822709,0.9264206545649637,-5.4121896449229325,-12.323391928698726,9,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pair,launch_shape_tensor_mma_f16acc_t032_b04,1,NVIDIA GeForce RTX 3090,ampere,ga102,82,tensor_mma_f16acc,tensor_baseline_mov,32,128.0,4,8,strict_nvml_counter,structural_baseline,True,False,True,True,True,True,True,True,True,fp16-energy-bench-v2,fp16-energy-bench-v2,True,logical_m16n16k16_input_bits_8192,True,bench_json_metadata,True,True,False,False,False,False,missing NCU validation row,missing NCU validation row,missing NCU validation row for tensor activity,,,,,,,,,,,,,True,True,True,153.89958794611155,1.1173939209000001,1.0384083252,162.47808,969.9350094290764,94.72021576455823,100.0,20992000000.0,8192.0,8192.0,0.3967875794849954,55.23138648113377,234.052,68.2341570031536,0.29153417617945415,0.7084658238205459,0.7287637413857633,0.0,nvml_total_energy_counter,nvml_total_energy_counter,1.0087208941822552,0.9049699576470561,2.0234960303859566,-16.642570502064018,9,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
